body_site	profiled_ERR2162200	profiled_ERR2162201	profiled_ERR2162202	profiled_ERR2162203	profiled_ERR2162204	profiled_ERR2162205	profiled_ERR2162206	profiled_ERR2162207	profiled_ERR2162208	profiled_ERR2162209	profiled_ERR2162210	profiled_ERR2162211	profiled_ERR2162212	profiled_ERR2162213	profiled_ERR2162214	profiled_ERR2162215	profiled_ERR2162216	profiled_ERR2162217	profiled_ERR2162218	profiled_ERR2162219	profiled_ERR2162220	profiled_ERR2162221	profiled_ERR2162222	profiled_ERR2162223	profiled_ERR2162224
s__Dorea_phocaeensis	0	0	0	0	0	0	0	0.32174	0	0	0	0	0	0	0	0.02104	0.02162	0	0	0	0.07373	0	0	0	0
s__Gordonibacter_pamelaeae	0	0	0	0	0	0	0	0.01337	0	0	0	0	0	0	0	0	0.02235	0	0.00424	0	0	0	0	0	0.02895
s__GGB3005_SGB3996	0	0	0	0	0	0	0	0.00932	0	0	0	0.00771	0	0	0	0	0	0	0.04713	0	0	0	0	0	0.09013
s__GGB9469_SGB14862	0	0	0	0	0	0	0	0	0	0	0	0.0453	0	0.04682	0	0	0	0	0	0	0.00999	0	0	0	0.05321
s__GGB3534_SGB4722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00871	0.00372	0	0	0	0	0	0	0	0.01005	0.0171
s__Bacteroides_eggerthii	1.35982	0	0.00133	0.06359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bacteroides_salyersiae	1.10424	0	0	0	0	2.51171	0	0	0	0	0	0	0.11781	0	0	0	0	0	0	0	0	0	0	0	0
s__Oscillospiraceae_bacterium	0.25088	0	0	0.11294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66126
s__GGB13493_SGB15238	0	2.3522	0	0	0	0	0	0	0	0	0	0	0.03214	0	0	0	0	0	0	0	0	0.02557	0	0	0
s__Ruminococcus_sp_BSD2780120874_150323_B10	0	1.63154	0	0	0.00318	0	0	0	0	0	0	0	0.95926	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9634_SGB15093	0	1.10919	0	0	0	0.47575	0	0	0	0	0	0	0.03018	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9758_SGB15368	0	0.46382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13387	0.4783	0	0
s__GGB9712_SGB15244	0	0.43999	0	0.22113	0	0	0	0	0	0	0	0	0.31196	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9091_SGB14020	0	0.30439	0	0	0	0	0	0	0	0	0	0	0.23344	0	0	0	0	0	0	0	0	0.07882	0	0	0
s__Ruminococcaceae_bacterium_D5	0	0.11951	0	0	0	0	0	0	0.01619	0	0	0	0.00505	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB36267_SGB14177	0	0.11902	0	0.00878	0	0	0	0.03176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Eubacterium_SGB4671	0	0.07537	0	0	0	0	0	0.15813	0	0	0	0	0	0	0.08955	0	0	0	0	0	0	0	0	0	0
s__GGB9782_SGB15403	0	0.04248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02523	0	0	0.24137
s__Blautia_SGB4815	0	0.04131	0	0	0	0	0	0	0	0	0	0	0.00195	0	0	0	0	0	0	0	0	0	0.06489	0	0
s__Clostridium_SGB6179	0	0.03116	0	0	0	0	0	0	0	0	0	0	0.03521	0	0	0	0	0	0	0	0	0.00082	0	0	0
s__GGB33544_SGB53490	0	0.02516	0	0	0	0.04846	0	0	0	0	0	0	0.05695	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9529_SGB53518	0	0.02185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00294	0	0	0.00575
s__GGB9694_SGB15204	0	0.02141	0	0	0	0	0	0	0	0	0	0	0.00946	0	0	0	0	0	0	0	0	0	0	0	0.14446
s__Alistipes_timonensis	0	0.01766	0	0	0	0.00446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01044	0	0	0
s__GGB9818_SGB15459	0	0.00937	0	0	0	0	0	0	0.02559	0	0	0	0	0	0	0	0	0	0	0	0	0.0555	0	0	0
s__Lachnospiraceae_bacterium_NSJ_29	0	0.00836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00666	0.00092	0	0	0	0	0
s__Blautia_glucerasea	0	0.00283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06222	0	0	0.02705	0	0
s__GGB16040_SGB9347	0	0	0.05492	0	0	0	0	0	0	0	0	0	0	0	33.70204	0	1.5607	0	0	0	0	0	0	0	0
s__Butyricicoccus_sp_AM29_23AC	0	0	0.05326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17818	0.05532	0	0	0
s__Veillonellaceae_bacterium	0	0	0.03718	0	0	0	0.00041	0	0	0.04255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Neobittarella_massiliensis	0	0	0.0048	0	0	0	0.00544	0	0	0	0	0	0	0	0	0	0.00325	0	0	0	0	0	0	0	0
s__Proteus_mirabilis	0	0	0.00081	0	0	0	0.26045	0	0	0.01319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB51647_SGB4348	0	0	0	4.78392	0	0	0	0	0	0	0	0	0	0	0	5.85238	0	0	0	3.98016	0	0	0	0	0
s__GGB9747_SGB15356	0	0	0	0.7536	0	0	0	0	0	0	0	0	1.56152	0	0	0	0	0	0	0	0	0.43221	0	0	0
s__Clostridiaceae_unclassified_SGB15090	0	0	0	0.10472	0	0	0	0	0	0	0	0	0.72432	0	0	0	0	0	0	0.14352	0	0	0	0	0
s__GGB9525_SGB14925	0	0	0	0.06704	0	0	0	0	0	0	0	0	0.00252	0	0	0	0	0	0	0	0	0.01569	0	0	0
s__Candidatus_Catenibacterium_tridentinum	0	0	0	0.06195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31835	0	0	0	0.30323
s__GGB33469_SGB15237	0	0	0	0.03612	0	0	0	0	0	0	0	0	0.0644	0	0	0	0	0	0	0	0	0.04369	0	0	0
s__GGB79890_SGB14770	0	0	0	0.03135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02239	0	0.06318	0	0	0
s__GGB9621_SGB15073	0	0	0	0.02061	0	0.00733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01844	0	0
s__Streptococcus_vestibularis	0	0	0	0.01834	0	0	0	0	0	0	0.00415	0	0	0	0	0	0	0	0	0	0	0	0	0.00555	0
s__GGB9619_SGB15066	0	0	0	0.01344	0	0	0	0	0.03354	0	0	0	0	0	0	0	0	0	0	0	0	0.0943	0	0	0
s__GGB9602_SGB15028	0	0	0	0.00837	0	0	0	0	0	0	0	0	0.05348	0	0	0	0	0	0	0	0	0.29605	0	0	0
s__Victivallis_vadensis	0	0	0	0.00808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0826	0.00156	0	0	0	0	0
s__Allisonella_histaminiformans	0	0	0	0.00782	0	0	0	0	0	0	0	0	0	0.00783	0	0	0	0	0	0	0	0.00192	0	0	0
s__GGB9697_SGB15213	0	0	0	0.00467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13581	0	0.00044	0	0	0
s__Methanobrevibacter_smithii	0	0	0	0.0032	0	0	0	0	0	0	0	0	0.0834	0	0	0	0	0	0	0	0	0.05077	0	0	0
s__Candidatus_Allochristensenella_caecavium	0	0	0	0.00193	0	0	0	0	0	0	0	0	0	0	0	0.00122	0	0	0	0	0	0	0	0	0.0155
s__GGB3256_SGB4303	0	0	0	0	0.26755	0	0	0.73826	0	0	0	0	0.7266	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9616_SGB15051	0	0	0	0	0.08839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06779	0.00262	0	0
s__Parasutterella_SGB9260	0	0	0	0	0.00433	0	0	0	0	0	0	1.36098	0	0	0	1.99607	0	0	0	0	0	0	0	0	0
s__Bacteroides_intestinalis	0	0	0	0	0	6.95375	0	0	0.99755	0	0	0	0	0	0	0	0	0	0	0	0.73538	0	0	0	0
s__GGB3167_SGB4181	0	0	0	0	0	0.96746	0	0	0	0	0	0	0.20322	0.03212	0	0	0	0	0	0	0	0	0	0	0
s__Clostridiaceae_bacterium_Marseille_Q4149	0	0	0	0	0	0.20598	0	0	0	0	0	0	0	0	0	0	0	0	1.05527	0	0	0.38127	0	0	0
s__GGB3722_SGB5050	0	0	0	0	0	0.169	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08175	0	0	0.10368	0	0
s__GGB9290_SGB14247	0	0	0	0	0	0.1095	0	0	0.14199	0	0	0	0	0	0	0	0	0	0	0	0	0.00943	0	0	0
s__GGB9062_SGB13981	0	0	0	0	0	0.08709	0	0	0.05678	0	0	0	0	0.03939	0	0	0	0	0	0	0	0	0	0	0
s__GGB3497_SGB4672	0	0	0	0	0	0.04674	0	0	0	0	0	0	0.00899	0	0	0	0	0	0	0	0	0.00707	0	0	0
s__Turicibacter_sanguinis	0	0	0	0	0	0.02583	0	0	0	0	0	0	0	0.01054	0	0	0	0	0	0.00986	0	0	0	0	0
s__GGB74510_SGB47635	0	0	0	0	0	0.01252	0	0	0.01519	0	0	0	0.00201	0	0	0	0	0	0	0	0	0	0	0	0
s__Oscillospiraceae_bacterium_Marseille_Q3528	0	0	0	0	0	0.01013	0	0	0	0	0	0	0.06513	0	0	0	0	0	0	0	0	0.01532	0	0	0
s__Candidatus_Metalachnospira_SGB63370	0	0	0	0	0	0.00652	0	0	0	0	0	0	0	0	0	0	0	0	0.00516	0	0	0	0	0	0.00447
s__Veillonella_rogosae	0	0	0	0	0	0.00238	0	0	0	0.00516	0	0	0	0	0	0	0	0	0	0.01978	0	0	0	0	0
s__Oscillibacter_sp_NSJ_62	0	0	0	0	0	0.00235	0	0	0	0	0	0	6.00E-05	0	0	0	0	0	0	0.00065	0	0	0	0	0
s__Candidatus_Alloruminococcus_vanvlietii	0	0	0	0	0	0.00158	0	0	0	0	0	0	0	0.0044	0	0	0.00074	0	0	0	0	0	0	0	0
s__Lachnospiraceae_bacterium_Marseille_Q4251	0	0	0	0	0	0.00152	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02307	0	0.00707	0	0	0
s__Clostridioides_difficile	0	0	0	0	0	0	0.09665	0	0	0.02678	0	0	0	0	0	0	0.0528	0	0	0	0	0	0	0	0
s__GGB9582_SGB4865	0	0	0	0	0	0	0.02157	0	0	0	0	0	0	0	0	0	0	0	0.03337	0	0	0	0	0	0.00275
s__GGB31234_SGB14869	0	0	0	0	0	0	0	0.02316	0	0	0	0	0.03546	0	0	0	0	0	0	0	0	0	0	0	0.03652
s__Emergencia_timonensis	0	0	0	0	0	0	0	0.02051	0.02161	0	0	0	0	0	0	0	0	0	0.0885	0	0	0	0	0	0
s__GGB3175_SGB4191	0	0	0	0	0	0	0	0.01192	0	0	0	0	0	0	0	0	0	0	0.25813	0	0	0.83591	0	0	0
s__GGB9627_SGB15081	0	0	0	0	0	0	0	0	0.631	0	0	0	0.01915	0	0	0	0	0	0	0	0.06926	0	0	0	0
s__GGB9186_SGB14125	0	0	0	0	0	0	0	0	0.03605	0	0	0	0	0	0	0	0	0	0	0	0.11764	0.01696	0	0	0
s__Oxalobacter_formigenes	0	0	0	0	0	0	0	0	0.03363	0	0	0	0.03605	0	0	0	0	0	0.04248	0	0	0	0	0	0
s__Clostridiales_bacterium_Marseille_P2846	0	0	0	0	0	0	0	0	0.01654	0	0	0	0.00121	0	0	0	0	0	0.00866	0	0	0	0	0	0
s__GGB9453_SGB14845	0	0	0	0	0	0	0	0	0.01421	0	0	0	0.00928	0	0	0	0	0	0	0	0	0.00763	0	0	0
s__Blautia_hydrogenotrophica	0	0	0	0	0	0	0	0	0	0	0.00239	0	0	0	0	0	0	0.02034	0	0	0	0	0	0	0.02462
s__GGB9364_SGB14339	0	0	0	0	0	0	0	0	0	0	0	0	0.2974	0	0	0	0	0	0.0173	0	0.01317	0	0	0	0
s__GGB9296_SGB14253	0	0	0	0	0	0	0	0	0	0	0	0	0.17116	0	0	0	0	0	0	0.23543	0	0.01061	0	0	0
s__Blautia_sp_MSK_20_85	0	0	0	0	0	0	0	0	0	0	0	0	0.13094	0	0	0	0	0	0	0	0.36935	0	0	0.49341	0
s__GGB9495_SGB14892	0	0	0	0	0	0	0	0	0	0	0	0	0.05194	0	0	0	0	0	0	0.04956	0	0.01826	0	0	0
s__Bacteroides_nordii	0	0	0	0	0	0	0	0	0	0	0	0	0.01796	0	0	0	1.85239	0	0	0.21626	0	0	0	0	0
s__GGB2982_SGB3964	0	0	0	0	0	0	0	0	0	0	0	0	0.01448	0	0	0	0	0	0.0125	0.01952	0	0	0	0	0
s__GGB9545_SGB14951	0	0	0	0	0	0	0	0	0	0	0	0	0.0063	0	0	0	0	0	0	0.07368	0	0.00279	0	0	0
s__Oscillospiraceae_bacterium_BX1	0	0	0	0	0	0	0	0	0	0	0	0	0.00353	0	0	0	0	0	0.06968	0	0.02209	0	0	0	0
s__GGB9237_SGB14179	0	0	0	0	0	0	0	0	0	0	0	0	0.00321	0	0	0	0	0	0.00192	0	0	0.0001	0	0	0
s__TM7_phylum_sp_oral_taxon_352	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00999	0.00899	0	0	0	0	0	0	0	0	0	0.00869
s__Clostridiaceae_bacterium_Marseille_Q4145	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00997	0	0	0	0	0	0	0	0.00237	0.02379	0	0
s__Intestinimonas_timonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00448	0.02339	0	0	0	0	0.07892	0	0	0	0	0
s__GGB3281_SGB4335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01129	0	0	0	0	2.24644	0	2.60743	0	0	0
s__Alistipes_ihumii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12649	0	0	0	0	0	0	0.09529	0	0.12502	0
s__Clostridium_sp_AF12_28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06763	0	0	0	0	0	0	0.05027	0.18329	0	0
s__Anaerotignum_lactatifermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00192	0.00795	0	0	0	0	0	0	0	0	0.24276
s__GGB80011_SGB15267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05793	0	0	0	0	0	0.47384	0.03217	0	0
s__Faecalibacillus_faecis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31043	0	0.09671	0	0.15246	0	0
s__GGB3537_SGB4727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03035	0.01576	0	0	0	0	2.32068
s__GGB3109_SGB4643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06401	0	0.11832	0.1789	0	0
s__Butyricimonas_SGB15266	0.00959	0	0	0	0	1.90616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Eubacterium_sp_AF16_48	0.03853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02558	0	0	0	0	0	0
s__GGB4567_SGB6307	0	10.94104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.80045	0	0	0
s__GGB9059_SGB13976	0	9.05221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03472	0	0	0
s__GGB4745_SGB6570	0	3.55855	0	0	0	0	0	0	0	0	0	0	0.00087	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB3304_SGB4367	0	1.13801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3796	0	0	0
s__GGB9759_SGB15370	0	0.82343	0	0	0.03212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Limosilactobacillus_fermentum	0	0.2335	0	0	0	0	0	0	0	0	0.12718	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB3343_SGB4423	0	0.15593	0	0	0.01402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Negativibacillus_massiliensis	0	0.13513	0	0	0	0	0	0	0	0	0	0	0.00588	0	0	0	0	0	0	0	0	0	0	0	0
s__Candidatus_Gallimonas_faecium	0	0.06309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00043	0	0	0
s__GGB27106_SGB6188	0	0.0517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20359	0	0	0	0	0	0
s__Slackia_isoflavoniconvertens	0	0.05011	0	0	0	0	0	0	0	0	0	0	0	0.0867	0	0	0	0	0	0	0	0	0	0	0
s__Coprococcus_SGB4669	0	0.04006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00763	0	0
s__GGB9545_SGB14952	0	0.03883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00646	0	0	0	0	0	0
s__Clostridiaceae_bacterium_H8	0	0.03079	0	0	0	0	0	0	0	0	0	0	0.03258	0	0	0	0	0	0	0	0	0	0	0	0
s__Candidatus_Geddesella_stercoravicola	0	0.02454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00712	0	0	0	0	0
s__GGB9293_SGB14250	0	0.01245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00938	0	0	0
s__Dorea_sp_AF24_7LB	0	0.00885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01324	0	0	0
s__Weissella_confusa	0	0.00756	0	0.15598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9765_SGB15382	0	0.00571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00819	0	0	0	0	0
s__Candidatus_Avispirillum_faecium	0	0.00568	0	0	0	0	0	0	0	0	0	0	0.02916	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB3204_SGB13957	0	0.00568	0	0	0	0	0	0	0	0	0	0	0.07008	0	0	0	0	0	0	0	0	0	0	0	0
s__Dialister_hominis	0	0.00524	0	0	0	0	0.89624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9787_SGB15410	0	0.00485	0	0	0	0	0	0	0	0	0	0	0.00093	0	0	0	0	0	0	0	0	0	0	0	0
s__Lactococcus_lactis	0	0.00476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00678	0	0	0	0	0	0
s__Candidatus_Allobutyricicoccus_pentlandensis	0	0.00457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00388
s__GGB9299_SGB14260	0	0.0032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0092	0	0	0
s__Candidatus_Parachristensenella_avicola	0	0.00035	0	0	0	0	0	0.00796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Catenibacillus_scindens	0	0.00023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00146	0	0	0	0	0
s__Mesosutterella_multiformis	0	0	3.27385	0.02431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB3277_SGB4327	0	0	0.36716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.70198	0	0	0	0	0	0	0
s__Prevotella_disiens	0	0	0.01253	0	0	0	0	0.00149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB51959_SGB72479	0	0	0.00816	0	0	0	0	0	0	0	0	0	0.00725	0	0	0	0	0	0	0	0	0	0	0	0
s__Clostridium_transplantifaecale	0	0	0.00302	0	0	0	0	0.00019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Hydrogeniiclostidium_mannosilyticum	0	0	0.00231	0	0	0	0	0	0	0	0	0	0.00889	0	0	0	0	0	0	0	0	0	0	0	0
s__Anaerofustis_stercorihominis	0	0	0.00138	0	0	0	0	0	0	0	0	0	0	0	0.00817	0	0	0	0	0	0	0	0	0	0
s__GGB1266_SGB1699	0	0	0	3.24577	0	0	0	0	0	0	0	0	0	0	0	4.74032	0	0	0	0	0	0	0	0	0
s__GGB9581_SGB4365	0	0	0	1.72869	0	0	0	0	0	0	0	0	1.84811	0	0	0	0	0	0	0	0	0	0	0	0
s__Phocaeicola_plebeius	0	0	0	1.06943	0	0	0	0	0	0	0	0	0	14.50522	0	0	0	0	0	0	0	0	0	0	0
s__Megasphaera_sp_MJR8396C	0	0	0	0.4602	0	0	0	0	0	0	0	0	0	0.02664	0	0	0	0	0	0	0	0	0	0	0
s__Collinsella_SGB15196	0	0	0	0.30796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00437	0	0	0
s__GGB2998_SGB3989	0	0	0	0.09482	0	0	0	0	0	0	0	0	0.00057	0	0	0	0	0	0	0	0	0	0	0	0
s__Alistipes_senegalensis	0	0	0	0.05778	0	0	0	0	0	0	0	0.02925	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9623_SGB15075	0	0	0	0.05478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06281	0	0	0
s__GGB9253_SGB14199	0	0	0	0.04405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01765	0	0	0
s__GGB3321_SGB4394	0	0	0	0.02804	0	0	0	0	0	0	0	0	0.06859	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9770_SGB15390	0	0	0	0.02512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00361	0	0	0
s__Oscillospiraceae_unclassified_SGB15256	0	0	0	0.02398	0.23988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Cloacibacillus_porcorum	0	0	0	0.01156	0	0	0	0	0	0	0	0	0.04878	0	0	0	0	0	0	0	0	0	0	0	0
s__Traorella_massiliensis	0	0	0	0.00705	0	0	0	0	0	0	0	0	0.00995	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9708_SGB15233	0	0	0	0.00519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67735	0	0	0
s__Bacteroides_sp_AF39_11AC	0	0	0	0.00182	0	0.00082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Phocaeicola_coprocola	0	0	0	0	3.86342	0	0	0	0	0	0	0	0	7.73306	0	0	0	0	0	0	0	0	0	0	0
s__GGB4571_SGB6317	0	0	0	0	0.06194	0	0	0	0	0	0	0	1.84369	0	0	0	0	0	0	0	0	0	0	0	0
s__Prevotella_marseillensis	0	0	0	0	0.05315	0	0	0	0	0	0	0	0	24.22547	0	0	0	0	0	0	0	0	0	0	0
s__Phocaeicola_coprophilus	0	0	0	0	0.04136	0	0	0	0	0	0	0	0	0	0	0	0.21151	0	0	0	0	0	0	0	0
s__GGB9642_SGB15119	0	0	0	0	0.02865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02088	0	0	0
s__GGB3118_SGB4130	0	0	0	0	0.02551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01388	0	0	0
s__Eubacterium_SGB4961	0	0	0	0	0.00315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04532	0	0	0	0
s__Mogibacterium_kristiansenii	0	0	0	0	0	0.12192	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06607	0	0	0	0	0
s__Roseburia_SGB4958	0	0	0	0	0	0.03436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05957	0
s__Alistipes_SGB2300	0	0	0	0	0	0.02123	0	0	0	0	0	0	0	0	0	0	1.67063	0	0	0	0	0	0	0	0
s__Amedibacillus_dolichus	0	0	0	0	0	0.00488	0	0	0	0	0	0	0	0	0.0099	0	0	0	0	0	0	0	0	0	0
s__Eubacteriales_unclassified_SGB71281	0	0	0	0	0	0.0006	0	0.09462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Blautia_SGB4793	0	0	0	0	0	0	2.4801	0	0	0	0	0	0	0	0.04573	0	0	0	0	0	0	0	0	0	0
s__GGB51420_SGB4586	0	0	0	0	0	0	0.44947	0	0	0	0	0	0	0	0	0	0	0.00902	0	0	0	0	0	0	0
s__GGB3579_SGB47659	0	0	0	0	0	0	0.0765	0	0	0.01024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Candidatus_Woodwardibium_SGB14954	0	0	0	0	0	0	0	0.2098	0	0	0	0	0	0	0	0	0	0	0.27395	0	0	0	0	0	0
s__Clostridium_sp_1001271st1_H5	0	0	0	0	0	0	0	0.07252	0	0	0	0.00148	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9695_SGB15209	0	0	0	0	0	0	0	0.04189	0	0	0	0	0	0	0	0	0	0	0	0.00057	0	0	0	0	0
s__GGB9185_SGB14124	0	0	0	0	0	0	0	0.03696	0	0	0	0	0.03426	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB3818_SGB5183	0	0	0	0	0	0	0	0.03578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04281
s__Candidatus_Metaruminococcus_gallistercoris	0	0	0	0	0	0	0	0.02238	0	0	0	0	0	0	0	0	0	0	0	0.00552	0	0	0	0	0
s__GGB9523_SGB14922	0	0	0	0	0	0	0	0.01009	0	0	0	0	0	0.01117	0	0	0	0	0	0	0	0	0	0	0
s__Candidatus_Timburyella_SGB14166	0	0	0	0	0	0	0	0.00992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07904
s__Collinsella_SGB47518	0	0	0	0	0	0	0	0.00715	0	0	0	0	0	0	0	0.00459	0	0	0	0	0	0	0	0	0
s__Clostridium_methylpentosum	0	0	0	0	0	0	0	0.00239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01474
s__Odoribacter_laneus	0	0	0	0	0	0	0	0	1.84719	0	0	0	0	0	0	0	0	0	0	0	0	0.04449	0	0	0
s__Frisingicoccus_caecimuris	0	0	0	0	0	0	0	0	0.14064	0	0	0	0	0	0	0	0	0.0174	0	0	0	0	0	0	0
s__Eubacterium_sp_AF34_35BH	0	0	0	0	0	0	0	0	0.03289	0	0	0	0	0	0	0	0	0	0	0	0	0.00495	0	0	0
s__Pseudoflavonifractor_sp_AF19_9AC	0	0	0	0	0	0	0	0	0.0242	0	0	0	0.00085	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9110_SGB14043	0	0	0	0	0	0	0	0	0	0.01378	0	0	0.02425	0	0	0	0	0	0	0	0	0	0	0	0
s__Klebsiella_variicola	0	0	0	0	0	0	0	0	0	0.01202	0.12892	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB6020_SGB14985	0	0	0	0	0	0	0	0	0	0.00904	0	0	0	0	0.1019	0	0	0	0	0	0	0	0	0	0
s__Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1	0	0	0	0	0	0	0	0	0	0.00339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00146
s__Clostridium_hylemonae	0	0	0	0	0	0	0	0	0	0.00139	0	0	0	0	0	0.00171	0	0	0	0	0	0	0	0	0
s__Streptococcus_australis	0	0	0	0	0	0	0	0	0	0.00127	0	0	0	0	0	0	0	0	0	0.00334	0	0	0	0	0
s__Fusobacterium_nucleatum	0	0	0	0	0	0	0	0	0	0.00081	0	0	0.03102	0	0	0	0	0	0	0	0	0	0	0	0
